,human,mouse
BIOCARTA_ARF_PATHWAY,0.586867305,0.429624171
BIOCARTA_UCALPAIN_PATHWAY,0.625854993,0.557111275
BIOCARTA_VEGF_PATHWAY,0.813953488,0.722181282
BIOCARTA_VITCB_PATHWAY,0.37004104,0.224023581
BIOCARTA_WNT_PATHWAY,0.142954856,0.139277819
BIOCARTA_ACTINY_PATHWAY,0.678522572,0.77302874
ST_INTERFERON_GAMMA_PATHWAY,0.095759234,0.203389831
ST_WNT_CA2_CYCLIC_GMP_PATHWAY,0.020519836,0.016212233
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS,0.679890561,0.09064112
ST_TUMOR_NECROSIS_FACTOR_PATHWAY,0.537619699,0.230655859
SA_B_CELL_RECEPTOR_COMPLEXES,0.467168263,0.607958732
ST_ERK1_ERK2_MAPK_PATHWAY,0.728454172,0.287398674
SIG_CD40PATHWAYMAP,0.455540356,0.162859248
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES,0.843365253,0.651436993
SA_CASPASE_CASCADE,0.046511628,0.066322771
ST_GA12_PATHWAY,0.38372093,0.088430361
ST_G_ALPHA_S_PATHWAY,0.064295486,0.056005895
ST_G_ALPHA_I_PATHWAY,0.292749658,0.028739867
SIG_CHEMOTAXIS,0.826949384,0.77376566
ST_IL_13_PATHWAY,0.058823529,1
ST_P38_MAPK_PATHWAY,0.837209302,0.524686809
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES,0.105335157,0.089167281
WNT_SIGNALING,0.848837209,0.79513633
ST_JAK_STAT_PATHWAY,0.026675787,0.128224024
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES,0.638166895,0.572586588
ST_GRANULE_CELL_SURVIVAL_PATHWAY,0.299589603,0.145173176
ST_ADRENERGIC,0.053351573,0.048636699
ST_INTEGRIN_SIGNALING_PATHWAY,0.766757866,0.220338983
ST_GAQ_PATHWAY,0.143638851,0.056005895
ST_GA13_PATHWAY,0.484268126,0.15917465
ST_STAT3_PATHWAY,0.170314637,0.034635225
SA_FAS_SIGNALING,0.325581395,0.335298452
SA_G1_AND_S_PHASES,0.368673051,0.655858511
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES,0.804377565,0.6366986
ST_T_CELL_SIGNAL_TRANSDUCTION,0.417236662,0.344878408
ST_TYPE_I_INTERFERON_PATHWAY,0.024623803,0.062638172
ST_PAC1_RECEPTOR_PATHWAY,0.024623803,0.016949153
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES,0.071819425,0.081798084
SIG_BCR_SIGNALING_PATHWAY,0.142270862,0.214443626
SA_G2_AND_M_PHASES,0.144322845,0.132645542
ST_B_CELL_ANTIGEN_RECEPTOR,0.5875513,0.381724392
ST_INTERLEUKIN_4_PATHWAY,0.061559508,0.031687546
ST_WNT_BETA_CATENIN_PATHWAY,0.293433653,0.346352248
SA_MMP_CYTOKINE_CONNECTION,0.350205198,0.288872513
ST_JNK_MAPK_PATHWAY,0.807797538,0.484893147
SA_PROGRAMMED_CELL_DEATH,0.191518468,0.173176124
ST_FAS_SIGNALING_PATHWAY,0.814637483,0.679439941
ST_MYOCYTE_AD_PATHWAY,0.077291382,0.358142962
SA_PTEN_PATHWAY,0.075239398,0.171702284
SA_REG_CASCADE_OF_CYCLIN_EXPR,0.079343365,0.276344878
SA_TRKA_RECEPTOR,0.649110807,0.207074429
ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY,0.845417237,0.649963154
PID_FANCONI_PATHWAY,0.154582763,0.379513633
PID_SMAD2_3NUCLEAR_PATHWAY,0.845417237,0.346352248
PID_FCER1_PATHWAY,0.638166895,0.156226971
PID_ENDOTHELIN_PATHWAY,0.846785226,0.703021371
PID_BCR_5PATHWAY,0.845417237,0.509211496
PID_PRL_SIGNALING_EVENTS_PATHWAY,0.703830369,0.631540162
PID_RHOA_PATHWAY,0.808481532,0.672070744
PID_ERBB4_PATHWAY,0.287277702,0.039056743
PID_AURORA_B_PATHWAY,0.829685363,0.7266028
PID_LYSOPHOSPHOLIPID_PATHWAY,0.807797538,0.599115696
PID_INSULIN_PATHWAY,0.06497948,0.241709654
PID_NOTCH_PATHWAY,0.270177839,0.56890199
PID_INTEGRIN1_PATHWAY,0.074555404,0.114959469
PID_P73PATHWAY,0.839261286,0.720707443
PID_P38_MKK3_6PATHWAY,0.73871409,0.248341931
PID_GMCSF_PATHWAY,0.688098495,0.050847458
PID_WNT_NONCANONICAL_PATHWAY,0.81121751,0.698599853
PID_NFKAPPAB_ATYPICAL_PATHWAY,0.593023256,0.06779661
PID_IL4_2PATHWAY,0.779753762,0.086956522
PID_HDAC_CLASSII_PATHWAY,0.44870041,0.724392041
PID_BETA_CATENIN_DEG_PATHWAY,0.29001368,0.047899779
PID_HDAC_CLASSIII_PATHWAY,0.38372093,0.240972734
PID_GLYPICAN_1PATHWAY,0.117647059,0.056005895
PID_TCR_PATHWAY,0.807797538,0.45541636
PID_IL27_PATHWAY,0.24623803,0.09137804
PID_NFKAPPAB_CANONICAL_PATHWAY,0.554035568,0.391304348
PID_E2F_PATHWAY,0.670998632,0.632277082
PID_ER_NONGENOMIC_PATHWAY,0.813953488,0.008843036
PID_DNA_PK_PATHWAY,0.228454172,0.089167281
PID_HIF2PATHWAY,0.294801642,0.593220339
PID_CD40_PATHWAY,0.544459644,0.13633014
PID_ATR_PATHWAY,0.272229822,0.486366986
PID_INTEGRIN_CS_PATHWAY,0.142954856,0.035372144
PID_MET_PATHWAY,0.510259918,0.313190862
PID_PTP1B_PATHWAY,0.049931601,0.088430361
PID_INTEGRIN3_PATHWAY,0.041039672,0.275607959
PID_IL12_2PATHWAY,0.559507524,0.053058217
PID_S1P_S1P3_PATHWAY,0.424076607,0.366249079
PID_LPA4_PATHWAY,0.031463748,0.016212233
PID_AR_PATHWAY,0.84746922,0.729550479
PID_NFAT_TFPATHWAY,0.704514364,0.170228445
PID_EPHB_FWD_PATHWAY,0.682626539,0.715549005
PID_AVB3_OPN_PATHWAY,0.735978112,0.671333825
PID_S1P_S1P4_PATHWAY,0.20246238,0.657332351
PID_FRA_PATHWAY,0.482900137,0.456890199
PID_MYC_ACTIV_PATHWAY,0.731874145,0.843036109
PID_ARF6_TRAFFICKING_PATHWAY,0.023939808,0.173176124
PID_RHOA_REG_PATHWAY,0.52120383,0.235814296
PID_REELIN_PATHWAY,0.174418605,0.026529108
PID_PS1_PATHWAY,0.623119015,0.641120118
PID_ILK_PATHWAY,0.828317373,0.428887251
PID_NECTIN_PATHWAY,0.68878249,0.481208548
PID_P38_ALPHA_BETA_PATHWAY,0.76744186,0.70523213
PID_WNT_SIGNALING_PATHWAY,0.203146375,0.100221076
PID_TRAIL_PATHWAY,0.063611491,0.089167281
PID_CDC42_PATHWAY,0.592339261,0.52247605
PID_RET_PATHWAY,0.838577291,0.627855564
PID_CDC42_REG_PATHWAY,0.243502052,0.687546057
PID_ATM_PATHWAY,0.388508892,0.224023581
PID_ARF6_PATHWAY,0.158002736,0.169491525
PID_LKB1_PATHWAY,0.70998632,0.733971997
PID_CD8_TCR_PATHWAY,0.310533516,0.302137067
PID_WNT_CANONICAL_PATHWAY,0.147058824,0.030950626
PID_TCPTP_PATHWAY,0.07250342,0.010316875
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY,0.833105335,0.354458364
PID_FAS_PATHWAY,0.135430917,0.072955048
PID_CIRCADIAN_PATHWAY,0.119015048,0.108327192
PID_TXA2PATHWAY,0.841313269,0.689756817
PID_SHP2_PATHWAY,0.7250342,0.004421518
PID_HDAC_CLASSI_PATHWAY,0.193570451,0.077376566
PID_S1P_S1P1_PATHWAY,0.23119015,0.551952837
PID_TELOMERASE_PATHWAY,0.81121751,0.77229182
PID_HNF3B_PATHWAY,0.00752394,0.080324245
PID_NETRIN_PATHWAY,0.764705882,0.402358143
PID_IL1_PATHWAY,0.589603283,0.072955048
PID_NFAT_3PATHWAY,0.846785226,0.717759764
PID_REG_GR_PATHWAY,0.807113543,0.45394252
PID_CONE_PATHWAY,0.001367989,0.014001474
PID_INTEGRIN_A9B1_PATHWAY,0.151846785,0.165806927
PID_ERB_GENOMIC_PATHWAY,0.08002736,0.212969786
PID_ARF6_DOWNSTREAM_PATHWAY,0.462380301,0.709653648
PID_MTOR_4PATHWAY,0.735294118,0.829034635
PID_IL2_1PATHWAY,0.845417237,0.058953574
PID_CXCR4_PATHWAY,0.703146375,0.570375829
PID_IGF1_PATHWAY,0.560191518,0.014001474
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY,0.134062927,0.070007369
PID_TNF_PATHWAY,0.835841313,0.309506264
PID_PLK1_PATHWAY,0.837209302,0.231392778
PID_TCR_RAS_PATHWAY,0.379616963,0.118644068
PID_IL5_PATHWAY,0.233242134,0.127487104
PID_FOXO_PATHWAY,0.549247606,0.693441415
PID_VEGF_VEGFR_PATHWAY,0.177154583,0.078850405
PID_THROMBIN_PAR4_PATHWAY,0.270861833,0.243183493
PID_MYC_PATHWAY,0.46374829,0.260869565
PID_RANBP2_PATHWAY,0.289329685,0.560795873
PID_PI3KCI_PATHWAY,0.771545828,0.747236551
PID_AJDISS_2PATHWAY,0.57250342,0.006632277
PID_IL2_PI3K_PATHWAY,0.844049248,0.670596905
PID_CERAMIDE_PATHWAY,0.803009576,0.287398674
PID_P53_DOWNSTREAM_PATHWAY,0.651162791,0.813559322
PID_AR_TF_PATHWAY,0.821477428,0.733971997
PID_P75_NTR_PATHWAY,0.448016416,0.109064112
PID_S1P_META_PATHWAY,0.060875513,0.100221076
PID_ECADHERIN_NASCENT_AJ_PATHWAY,0.640902873,0.380250553
PID_INTEGRIN4_PATHWAY,0.272229822,0.080324245
PID_AMB2_NEUTROPHILS_PATHWAY,0.796853625,0.579955785
PID_AVB3_INTEGRIN_PATHWAY,0.44254446,0.016949153
PID_IFNG_PATHWAY,0.78248974,0.015475313
PID_RXR_VDR_PATHWAY,0.049247606,0.039056743
PID_LIS1_PATHWAY,0.550615595,0.247605011
PID_ERBB1_DOWNSTREAM_PATHWAY,0.81874145,0.413411938
PID_SYNDECAN_4_PATHWAY,0.829001368,0.689019897
PID_ATF2_PATHWAY,0.006839945,0.571112749
PID_AP1_PATHWAY,0.669630643,0.132645542
PID_INTEGRIN2_PATHWAY,0.676470588,0.515106853
PID_UPA_UPAR_PATHWAY,0.209302326,0.22623434
PID_ERBB2_ERBB3_PATHWAY,0.787961696,0.120854827
PID_FOXM1_PATHWAY,0.519151847,0.300663228
PID_EPHA_FWDPATHWAY,0.110807114,0.195283714
PID_HIF1A_PATHWAY,0.541039672,0.564480472
PID_BMP_PATHWAY,0.077975376,0.138540899
PID_IL3_PATHWAY,0.140218878,0.450257922
PID_IL6_7_PATHWAY,0.711354309,0.120854827
PID_ECADHERIN_KERATINOCYTE_PATHWAY,0.720246238,0.333824613
PID_ALK1_PATHWAY,0.092339261,0.693441415
PID_PDGFRB_PATHWAY,0.79001368,0.145173176
PID_TRKR_PATHWAY,0.850205198,0.001473839
PID_TCR_JNK_PATHWAY,0.476744186,0.216654385
PID_NEPHRIN_NEPH1_PATHWAY,0.205882353,0.526897568
PID_CMYB_PATHWAY,0.39876881,0.112011791
PID_IL23_PATHWAY,0.668946648,0.049373618
PID_HIV_NEF_PATHWAY,0.316005472,0.271186441
PID_SYNDECAN_1_PATHWAY,0.655950752,0.674281503
PID_P38_MK2_PATHWAY,0.749658003,0.709653648
PID_ERA_GENOMIC_PATHWAY,0.552667579,0.745025792
PID_ERBB_NETWORK_PATHWAY,0.125170999,0.084745763
PID_ALK2_PATHWAY,0.060875513,0.039793662
PID_RHODOPSIN_PATHWAY,0.003419973,0.015475313
PID_PDGFRA_PATHWAY,0.391928865,0.092114959
PID_RETINOIC_ACID_PATHWAY,0.083447332,0.207811349
PID_P38_GAMMA_DELTA_PATHWAY,0.159370725,0.084008843
PID_IL8_CXCR2_PATHWAY,0.073187415,0.663227708
PID_HEDGEHOG_2PATHWAY,0.140902873,0.06705969
PID_INTEGRIN5_PATHWAY,0.529411765,0.236551216
PID_AR_NONGENOMIC_PATHWAY,0.389876881,0.734708917
PID_ERBB1_INTERNALIZATION_PATHWAY,0.835841313,0.717759764
PID_HEDGEHOG_GLI_PATHWAY,0.826949384,0.580692704
PID_CASPASE_PATHWAY,0.240766074,0.534266765
PID_CXCR3_PATHWAY,0.153214774,0.686809138
PID_BETA_CATENIN_NUC_PATHWAY,0.415868673,0.237288136
PID_VEGFR1_PATHWAY,0.048563611,0.224760501
PID_SMAD2_3PATHWAY,0.29001368,0.339719971
PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY,0.842681259,0.630803242
PID_KIT_PATHWAY,0.456908345,0.042741341
PID_ECADHERIN_STABILIZATION_PATHWAY,0.830369357,0.001473839
PID_EPO_PATHWAY,0.326949384,0.15917465
PID_IL2_STAT5_PATHWAY,0.088919289,0.030213707
PID_TCR_CALCIUM_PATHWAY,0.568399453,0.620486367
PID_DELTA_NP63_PATHWAY,0.287961696,0.279292557
PID_VEGFR1_2_PATHWAY,0.238030096,0.496683861
PID_THROMBIN_PAR1_PATHWAY,0.695622435,0.712601326
PID_A6B1_A6B4_INTEGRIN_PATHWAY,0.752393981,0.691967576
PID_SYNDECAN_2_PATHWAY,0.833105335,0.711864407
PID_RAC1_REG_PATHWAY,0.123119015,0.627855564
PID_AURORA_A_PATHWAY,0.715458276,0.434782609
PID_ARF_3PATHWAY,0.245554036,0.599852616
PID_INSULIN_GLUCOSE_PATHWAY,0.020519836,0.531319086
PID_PI3KCI_AKT_PATHWAY,0.790697674,0.696389094
PID_SYNDECAN_3_PATHWAY,0.421340629,0.049373618
PID_IL8_CXCR1_PATHWAY,0.036935705,0.230655859
PID_MYC_REPRESS_PATHWAY,0.575923393,0.49889462
PID_HIF1_TFPATHWAY,0.466484268,0.825350037
PID_TAP63_PATHWAY,0.831737346,0.109064112
PID_EPHRINB_REV_PATHWAY,0.463064295,0.154753132
PID_BARD1_PATHWAY,0.803009576,0.633014001
PID_P53_REGULATION_PATHWAY,0.701094391,0.225497421
PID_TOLL_ENDOGENOUS_PATHWAY,0.677838577,0.425939573
PID_NCADHERIN_PATHWAY,0.705198358,0.192336035
PID_ANTHRAX_PATHWAY,0.047195622,0.132645542
PID_S1P_S1P2_PATHWAY,0.795485636,0.624907885
PID_RAS_PATHWAY,0.095075239,0.092114959
PID_MAPK_TRK_PATHWAY,0.794801642,0.420781135
PID_PI3K_PLC_TRK_PATHWAY,0.826949384,0.541635962
PID_CD8_TCR_DOWNSTREAM_PATHWAY,0.350205198,0.234340457
PID_EPHA2_FWD_PATHWAY,0.78248974,0.442151805
PID_LYMPH_ANGIOGENESIS_PATHWAY,0.093023256,0.175386883
PID_ALPHA_SYNUCLEIN_PATHWAY,0.132010944,0.534266765
PID_FGF_PATHWAY,0.326949384,0.437730287
PID_INTEGRIN_A4B1_PATHWAY,0.303009576,0.700810612
PID_RAC1_PATHWAY,0.840629275,0.079587325
PID_RB_1PATHWAY,0.848153215,0.071481209
PID_FAK_PATHWAY,0.816689466,0.654384672
PID_HNF3A_PATHWAY,0.002735978,0.824613117
PID_TGFBR_PATHWAY,0.68125855,0.756816507
PID_HES_HEY_PATHWAY,0.274281806,0.011053795
PID_IL12_STAT4_PATHWAY,0.608071135,0.109064112
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS,0.324213406,0.677966102
REACTOME_TRANSLATION,0.244870041,0.422254974
REACTOME_PYRIMIDINE_CATABOLISM,0.099863201,0.061901253
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER,0.205198358,0.535003685
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS,0.284541724,0.290346352
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE,0.625854993,0.653647752
REACTOME_EXTRINSIC_PATHWAY_FOR_APOPTOSIS,0.162790698,0.066322771
REACTOME_PTM_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION,0.032831737,0.246868091
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,0.167578659,0.235077377
REACTOME_RNA_POL_I_TRANSCRIPTION_TERMINATION,0.549931601,0.520265291
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX,0.244870041,0.236551216
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX,0.136114911,0.515843773
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS,0.379616963,0.110537951
REACTOME_GAP_JUNCTION_DEGRADATION,0.166894665,0.322770818
REACTOME_BASE_EXCISION_REPAIR,0.184678523,0.34193073
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,0.112859097,0.109801032
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL,0.068399453,0.055268976
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS,0.005471956,1
REACTOME_SIGNALING_BY_RHO_GTPASES,0.643638851,0.778924097
REACTOME_SIGNALING_BY_WNT,0.019835841,0.741341194
REACTOME_METABOLISM_OF_NON_CODING_RNA,0.649794802,0.742078113
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL,0.00752394,1
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS,0.075923393,0.070744289
REACTOME_METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D,0.16005472,0.082535004
REACTOME_ANDROGEN_BIOSYNTHESIS,0.009575923,1
REACTOME_SIGNALLING_BY_NGF,0.838577291,0.180545321
REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE,0.064295486,0.220338983
REACTOME_INSULIN_RECEPTOR_RECYCLING,0.018467852,0.723655122
REACTOME_COPI_MEDIATED_TRANSPORT,0.198358413,0.207811349
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION,0.335841313,0.348563007
REACTOME_SIGNALING_BY_SCF_KIT,0.816689466,0.09137804
REACTOME_DEVELOPMENTAL_BIOLOGY,0.008207934,0.822402358
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,0.524623803,0.625644805
REACTOME_SIGNALING_BY_NODAL,0.132010944,0.06927045
REACTOME_DAG_AND_IP3_SIGNALING,0.529411765,0.725128961
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING,0.548563611,0.587324982
REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,0.344733242,0.687546057
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION,0.245554036,0.18201916
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,0.791381669,0.330140015
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING,0.14500684,0.006632277
REACTOME_TRIF_MEDIATED_TLR3_SIGNALING,0.73119015,0.426676492
REACTOME_CELL_CELL_COMMUNICATION,0.82626539,0.401621223
REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,0.030095759,0.019896831
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY,1,1
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION,0.237346101,0.722918202
REACTOME_ER_PHAGOSOME_PATHWAY,0.617647059,0.329403095
REACTOME_MEIOSIS,0.844733242,0.746499632
REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING,0.686730506,0.560058954
REACTOME_G0_AND_EARLY_G1,0.185362517,0.447310243
REACTOME_REGULATION_OF_KIT_SIGNALING,0.140902873,0.118644068
REACTOME_MEMBRANE_TRAFFICKING,0.850205198,0.447310243
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,0.43502052,0.705969049
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,0.090971272,0.421518055
REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE,0.12995896,0.112011791
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM,0.110123119,0.056742815
REACTOME_BOTULINUM_NEUROTOXICITY,0.062927497,0.072955048
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,0.759233926,0.747236551
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,0.850889193,0.589535741
REACTOME_PROTEOLYTIC_CLEAVAGE_OF_SNARE_COMPLEX_PROTEINS,0.061559508,0.072955048
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY,0.205882353,0.290346352
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS,0.020519836,0.025792189
REACTOME_IL_7_SIGNALING,0.095759234,0.092114959
REACTOME_CELL_CYCLE,0.67373461,0.400147384
REACTOME_SIGNALING_BY_ERBB4,0.774281806,0.705969049
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN,0.677838577,0.498157701
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS,0.097811218,0.013264554
REACTOME_SULFUR_AMINO_ACID_METABOLISM,0.657318741,0.143699337
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING,0.452120383,0.549005158
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES,0.799589603,0.771554901
REACTOME_PROLACTIN_RECEPTOR_SIGNALING,0.498632011,0.024318349
REACTOME_SIGNALING_BY_ERBB2,0.846101231,0.733971997
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS,0.086183311,0.538688283
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS,0.088235294,0.048636699
REACTOME_DEFENSINS,1,1
REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR,0.829001368,0.551215917
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING,0.220246238,0.411201179
REACTOME_SIGNALING_BY_EGFR_IN_CANCER,0.787961696,0.825350037
REACTOME_MEMBRANE_BINDING_AND_TARGETTING_OF_GAG_PROTEINS,0.215458276,0.624170965
REACTOME_BETA_DEFENSINS,1,1
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,0.241450068,0.36403832
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING,0.382352941,0.146647015
REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING,0.153214774,0.372144436
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING,0.519151847,0.184229919
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4,0.775649795,0.187914517
REACTOME_GLYCOSPHINGOLIPID_METABOLISM,0.06497948,0.117170228
REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION,0.814637483,0.541635962
REACTOME_ASSOCIATION_OF_LICENSING_FACTORS_WITH_THE_PRE_REPLICATIVE_COMPLEX,0.574555404,0.579955785
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_DAI,0.582763338,0.194546794
REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION,0.197674419,0.162859248
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,0.063611491,0.301400147
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,0.136114911,0.550478998
REACTOME_SIGNALING_BY_HIPPO,0.415184679,0.468680914
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS,0.301641587,0.585851142
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR,0.233926129,0.132645542
REACTOME_SIGNALING_BY_NOTCH4,0.317373461,0.073691968
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,0.491108071,0.789240973
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,0.01504788,0.372881356
REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION,0.086867305,0.028739867
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS,0.692886457,0.733971997
REACTOME_REGULATION_OF_COMPLEMENT_CASCADE,0.257865937,1
REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION,0.104651163,0.055268976
REACTOME_SIGNALING_BY_NOTCH2,0.277701778,0.078113486
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING,0.125854993,0.084008843
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,0.783857729,0.755342668
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,0.147058824,0.122328666
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,0.811901505,0.439941046
REACTOME_CIRCADIAN_REPRESSION_OF_EXPRESSION_BY_REV_ERBA,0.132010944,0.038319823
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI,0.047195622,0.016949153
REACTOME_SIGNALING_BY_NOTCH1,0.843365253,0.15917465
REACTOME_SIGNALING_BY_NOTCH3,0.24623803,0.075165807
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS,0.675786594,0.390567428
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,0.035567715,0.759027266
REACTOME_ARMS_MEDIATED_ACTIVATION,0.497948016,0.509211496
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS,0.506839945,0.537214444
REACTOME_SIGNALLING_TO_RAS,0.305745554,0.34193073
REACTOME_SIGNALING_BY_BMP,0.147058824,0.221812822
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,0.123119015,0.629329403
REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE,0.833105335,0.146647015
REACTOME_SIGNALLING_TO_ERKS,0.818057456,0.490051584
REACTOME_P38MAPK_EVENTS,0.0875513,0.086219602
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI,0.036935705,0.092851879
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,0.801641587,0.586588062
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING,0.834473324,0.342667649
REACTOME_COLLAGEN_FORMATION,0.177838577,0.150331614
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION,0.740766074,0.719233604
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE,0.848837209,0.725865881
REACTOME_HS_GAG_DEGRADATION,0.080711354,0.125276345
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE,0.038987688,0.031687546
REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN,0.266073871,0.310243183
REACTOME_P53_INDEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT,0.466484268,0.45467944
