,human,mouse
BIOCARTA_CARM1_PATHWAY,0.055327156,0.135213533
BIOCARTA_TFF_PATHWAY,-0.002783774,0.157331855
BIOCARTA_TRKA_PATHWAY,0.058310396,0.214981594
BIOCARTA_ARF_PATHWAY,0.013110549,0.057535378
BIOCARTA_UCALPAIN_PATHWAY,0.013211751,0.085214874
BIOCARTA_VEGF_PATHWAY,0.019452003,0.058945267
BIOCARTA_VITCB_PATHWAY,0.013211183,0.031304763
BIOCARTA_WNT_PATHWAY,0.050138383,0.211339639
BIOCARTA_ACTINY_PATHWAY,0.009425588,-0.003128267
ST_INTERFERON_GAMMA_PATHWAY,0.034348211,0.05688409
ST_WNT_CA2_CYCLIC_GMP_PATHWAY,0.05354758,0.2076076
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS,0.032733608,0.259655299
ST_TUMOR_NECROSIS_FACTOR_PATHWAY,0.038136884,0.170542014
SA_B_CELL_RECEPTOR_COMPLEXES,0.048037066,0.066766105
ST_ERK1_ERK2_MAPK_PATHWAY,0.026198669,0.157870386
SIG_CD40PATHWAYMAP,0.038138866,0.193089521
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES,-0.011092196,0.080298623
SA_CASPASE_CASCADE,0.083994304,0.13066692
ST_GA12_PATHWAY,0.030651428,0.156817764
ST_G_ALPHA_S_PATHWAY,0.073349305,0.178166409
ST_G_ALPHA_I_PATHWAY,0.067626491,0.33581247
SIG_CHEMOTAXIS,0.01928378,-0.001420989
ST_IL_13_PATHWAY,0.007331972,0
ST_P38_MAPK_PATHWAY,-0.006844877,0.102182451
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES,0.093297513,0.247285436
WNT_SIGNALING,0.002947667,-0.033032867
ST_JAK_STAT_PATHWAY,0.041206125,0.000210478
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES,0.030564999,-0.118284051
ST_GRANULE_CELL_SURVIVAL_PATHWAY,0.060572488,0.185531293
ST_ADRENERGIC,0.089652056,0.230867297
ST_INTEGRIN_SIGNALING_PATHWAY,0.024132168,0.190460257
ST_GAQ_PATHWAY,0.067928275,0.279838408
ST_GA13_PATHWAY,0.045363896,0.216463638
ST_STAT3_PATHWAY,0.020760832,0.128900286
SA_FAS_SIGNALING,0.016075166,-0.052126395
SA_G1_AND_S_PHASES,0.046143987,0.062764255
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES,0.015940106,0.091235352
ST_T_CELL_SIGNAL_TRANSDUCTION,0.050947154,0.14789937
ST_TYPE_I_INTERFERON_PATHWAY,0.043128807,0.051330742
ST_PAC1_RECEPTOR_PATHWAY,0.026811711,0.121762929
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES,0.093742907,0.233563089
SIG_BCR_SIGNALING_PATHWAY,0.086161959,0.202020809
SA_G2_AND_M_PHASES,0.022118271,0.051339562
ST_B_CELL_ANTIGEN_RECEPTOR,0.043488935,0.148233715
ST_INTERLEUKIN_4_PATHWAY,0.08517825,0.249668691
ST_WNT_BETA_CATENIN_PATHWAY,0.068050789,0.174846053
SA_MMP_CYTOKINE_CONNECTION,-0.013289685,0.033349589
ST_JNK_MAPK_PATHWAY,0.015782922,0.100084983
SA_PROGRAMMED_CELL_DEATH,0.021609877,0.090432544
ST_FAS_SIGNALING_PATHWAY,-0.016494927,0.066445364
ST_MYOCYTE_AD_PATHWAY,0.081414632,0.076898583
SA_PTEN_PATHWAY,0.080360842,0.127624671
SA_REG_CASCADE_OF_CYCLIN_EXPR,0.035675804,0.071073474
SA_TRKA_RECEPTOR,0.020596313,0.152992988
ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY,0.010468943,0.088063212
PID_FANCONI_PATHWAY,0.067916784,0.107028205
PID_SMAD2_3NUCLEAR_PATHWAY,-0.000699274,0.145219688
PID_FCER1_PATHWAY,0.036776419,0.195196665
PID_ENDOTHELIN_PATHWAY,0.005038849,0.067129009
PID_BCR_5PATHWAY,0.001729874,0.101063961
PID_PRL_SIGNALING_EVENTS_PATHWAY,0.024513446,0.079770427
PID_RHOA_PATHWAY,-0.013499331,0.083292249
PID_ERBB4_PATHWAY,0.04617965,0.290295657
PID_AURORA_B_PATHWAY,0.00955946,-0.035783985
PID_LYSOPHOSPHOLIPID_PATHWAY,-0.018512262,0.087675862
PID_INSULIN_PATHWAY,0.233544948,0.175408207
PID_NOTCH_PATHWAY,0.061352712,0.099232094
PID_INTEGRIN1_PATHWAY,0.08743887,0.201944128
PID_P73PATHWAY,0.008229022,-0.043167881
PID_P38_MKK3_6PATHWAY,0.022726531,0.128818269
PID_GMCSF_PATHWAY,0.038237017,0.303438459
PID_WNT_NONCANONICAL_PATHWAY,0.000172721,0.018969365
PID_NFKAPPAB_ATYPICAL_PATHWAY,0.02161598,0.214645429
PID_IL4_2PATHWAY,0.022858079,0.240302417
PID_HDAC_CLASSII_PATHWAY,0.045332023,-0.002422488
PID_BETA_CATENIN_DEG_PATHWAY,0.033010196,0.238546833
PID_HDAC_CLASSIII_PATHWAY,0.047886367,0.14746378
PID_GLYPICAN_1PATHWAY,0.073372302,0.23592236
PID_TCR_PATHWAY,0.013440058,0.109509048
PID_IL27_PATHWAY,0.045450533,0.19036644
PID_NFKAPPAB_CANONICAL_PATHWAY,0.037035671,0.122082514
PID_E2F_PATHWAY,0.036032528,0.066139134
PID_ER_NONGENOMIC_PATHWAY,0.015524496,0.375454018
PID_DNA_PK_PATHWAY,0.046896952,0.129104687
PID_HIF2PATHWAY,0.067433823,0.058199957
PID_CD40_PATHWAY,0.038104569,0.181709813
PID_ATR_PATHWAY,0.059896015,0.1009567
PID_INTEGRIN_CS_PATHWAY,0.053412588,0.221993198
PID_MET_PATHWAY,-0.034977681,0.142051409
PID_PTP1B_PATHWAY,0.301939024,0.303771343
PID_INTEGRIN3_PATHWAY,0.109650307,0.143459617
PID_IL12_2PATHWAY,0.046710523,0.290063957
PID_S1P_S1P3_PATHWAY,0.050213837,0.122261443
PID_LPA4_PATHWAY,0.02653945,0.110266928
PID_AR_PATHWAY,0.00587193,0.039455346
PID_NFAT_TFPATHWAY,0.029583278,0.204552612
PID_EPHB_FWD_PATHWAY,0.032975136,0.029341902
PID_AVB3_OPN_PATHWAY,0.028093872,0.071141397
PID_S1P_S1P4_PATHWAY,0.052616093,0.030485466
PID_FRA_PATHWAY,0.045460151,0.102386974
PID_MYC_ACTIV_PATHWAY,0.016157743,0.018283496
PID_ARF6_TRAFFICKING_PATHWAY,0.238175415,0.210231971
PID_RHOA_REG_PATHWAY,0.045071895,0.17398511
PID_REELIN_PATHWAY,0.062714913,0.336363869
PID_PS1_PATHWAY,0.027989414,0.076066735
PID_ILK_PATHWAY,-0.002136906,0.127270173
PID_NECTIN_PATHWAY,0.002634829,0.112165567
PID_P38_ALPHA_BETA_PATHWAY,0.023225355,0.02682572
PID_WNT_SIGNALING_PATHWAY,0.028987877,0.111844736
PID_TRAIL_PATHWAY,0.075468381,0.176599207
PID_CDC42_PATHWAY,-0.027450162,0.109235886
PID_RET_PATHWAY,-0.003773241,0.080108995
PID_CDC42_REG_PATHWAY,0.056257775,0.047961993
PID_ATM_PATHWAY,0.047008046,0.169024645
PID_ARF6_PATHWAY,0.059296584,0.132878514
PID_LKB1_PATHWAY,0.032421546,0.045986211
PID_CD8_TCR_PATHWAY,0.066560484,0.140616323
PID_WNT_CANONICAL_PATHWAY,0.055310441,0.250567068
PID_TCPTP_PATHWAY,0.23830936,0.385169372
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY,0.007408318,0.134779071
PID_FAS_PATHWAY,0.074702685,0.237413651
PID_CIRCADIAN_PATHWAY,0.044038385,0.098731074
PID_TXA2PATHWAY,-0.000263905,0.04951813
PID_SHP2_PATHWAY,0.029300703,0.422644857
PID_HDAC_CLASSI_PATHWAY,-0.06166023,0.265515197
PID_S1P_S1P1_PATHWAY,0.059524744,0.070225741
PID_TELOMERASE_PATHWAY,0.012386944,-0.013086855
PID_HNF3B_PATHWAY,0.475294102,0.282742504
PID_NETRIN_PATHWAY,0.007735146,0.137034276
PID_IL1_PATHWAY,0.034543057,0.248026228
PID_NFAT_3PATHWAY,0.005292933,0.048073236
PID_REG_GR_PATHWAY,0.015176326,0.126999284
PID_CONE_PATHWAY,0.015418367,0.029577594
PID_INTEGRIN_A9B1_PATHWAY,0.07364493,0.170906532
PID_ERB_GENOMIC_PATHWAY,0.060255387,0.118338807
PID_ARF6_DOWNSTREAM_PATHWAY,0.040616698,-0.018682945
PID_MTOR_4PATHWAY,-0.009064014,0.009272054
PID_IL2_1PATHWAY,0.002211317,0.296540887
PID_CXCR4_PATHWAY,0.020322301,0.088675986
PID_IGF1_PATHWAY,0.042760276,0.352533796
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY,0.093970447,0.291860615
PID_TNF_PATHWAY,0.00231008,0.134816109
PID_PLK1_PATHWAY,-0.001514001,-0.190007218
PID_TCR_RAS_PATHWAY,0.028647658,0.164994237
PID_IL5_PATHWAY,0.033830298,0.124063494
PID_FOXO_PATHWAY,-0.034287107,0.064262964
PID_VEGF_VEGFR_PATHWAY,0.017469492,0.010996002
PID_THROMBIN_PAR4_PATHWAY,0.039753171,0.087032769
PID_MYC_PATHWAY,0.042172868,0.15171039
PID_RANBP2_PATHWAY,0.043958219,0.022707232
PID_PI3KCI_PATHWAY,0.024198668,-0.005367294
PID_AJDISS_2PATHWAY,0.027654834,0.378593369
PID_IL2_PI3K_PATHWAY,0.005621922,-0.064325498
PID_CERAMIDE_PATHWAY,0.019861014,0.175414748
PID_P53_DOWNSTREAM_PATHWAY,0.020978997,0.031433637
PID_AR_TF_PATHWAY,0.016244766,-0.013086575
PID_P75_NTR_PATHWAY,0.037405634,0.239347641
PID_S1P_META_PATHWAY,0.076506619,0.164434381
PID_ECADHERIN_NASCENT_AJ_PATHWAY,-0.01634184,0.14830476
PID_INTEGRIN4_PATHWAY,0.006347157,-0.02016332
PID_AMB2_NEUTROPHILS_PATHWAY,0.019089778,0.089433806
PID_AVB3_INTEGRIN_PATHWAY,0.051675977,0.35475811
PID_IFNG_PATHWAY,0.02174177,0.355895735
PID_RXR_VDR_PATHWAY,0.082765484,0.228878545
PID_LIS1_PATHWAY,0.007989175,0.189387744
PID_ERBB1_DOWNSTREAM_PATHWAY,0.00762624,0.109734859
PID_SYNDECAN_4_PATHWAY,-0.001785945,0.049327047
PID_ATF2_PATHWAY,0.299238883,0.094447295
PID_AP1_PATHWAY,0.024576765,0.221975112
PID_INTEGRIN2_PATHWAY,0.008647167,0.029458124
PID_UPA_UPAR_PATHWAY,0.067642613,0.164975969
PID_ERBB2_ERBB3_PATHWAY,0.026704833,0.256802541
PID_FOXM1_PATHWAY,0.044020139,0.15839672
PID_EPHA_FWDPATHWAY,0.072644125,0.130209313
PID_HIF1A_PATHWAY,0.044098166,-0.071180782
PID_BMP_PATHWAY,0.093251377,0.198179699
PID_IL3_PATHWAY,0.076233637,0.100306111
PID_IL6_7_PATHWAY,0.028331099,0.242355962
PID_ECADHERIN_KERATINOCYTE_PATHWAY,0.016648295,0.144131355
PID_ALK1_PATHWAY,0.082828683,-0.007418885
PID_PDGFRB_PATHWAY,-0.007005908,0.22036545
PID_TRKR_PATHWAY,-0.006209206,0.394672348
PID_TCR_JNK_PATHWAY,0.017501042,0.098324759
PID_NEPHRIN_NEPH1_PATHWAY,0.061832274,0.081828031
PID_CMYB_PATHWAY,0.047859372,0.234504557
PID_IL23_PATHWAY,0.018022801,0.283081939
PID_HIV_NEF_PATHWAY,0.057311931,0.150964867
PID_SYNDECAN_1_PATHWAY,0.031350474,0.046061116
PID_P38_MK2_PATHWAY,0.01043442,-0.024943373
PID_ERA_GENOMIC_PATHWAY,0.039131577,0.066041945
PID_ERBB_NETWORK_PATHWAY,-0.041431932,0.046206535
PID_ALK2_PATHWAY,0.043535995,0.099367445
PID_RHODOPSIN_PATHWAY,0.042462329,-0.029614407
PID_PDGFRA_PATHWAY,0.051210655,0.21291354
PID_RETINOIC_ACID_PATHWAY,0.085008118,0.159577974
PID_P38_GAMMA_DELTA_PATHWAY,0.019176461,0.113078761
PID_IL8_CXCR2_PATHWAY,0.089271505,0.046833686
PID_HEDGEHOG_2PATHWAY,0.027956861,0.13204034
PID_INTEGRIN5_PATHWAY,-0.005682461,0.063212511
PID_AR_NONGENOMIC_PATHWAY,0.057301617,0.037250901
PID_ERBB1_INTERNALIZATION_PATHWAY,0.013552344,0.02574546
PID_HEDGEHOG_GLI_PATHWAY,-0.009458461,0.093780286
PID_CASPASE_PATHWAY,0.069724,0.107343495
PID_CXCR3_PATHWAY,0.071761425,0.040555573
PID_BETA_CATENIN_NUC_PATHWAY,0.040872541,0.168269094
PID_VEGFR1_PATHWAY,0.111453312,0.148682095
PID_SMAD2_3PATHWAY,0.043559716,0.072935886
PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY,-0.012335684,0.080412521
PID_KIT_PATHWAY,0.057862356,0.358788313
PID_ECADHERIN_STABILIZATION_PATHWAY,-0.008921815,0.434042878
PID_EPO_PATHWAY,0.053598955,0.176012263
PID_IL2_STAT5_PATHWAY,0.080969043,0.31408443
PID_TCR_CALCIUM_PATHWAY,0.038248442,0.060831754
PID_DELTA_NP63_PATHWAY,0.059502173,0.165468921
PID_VEGFR1_2_PATHWAY,0.060298602,0.108558171
PID_THROMBIN_PAR1_PATHWAY,0.034705621,0.042399015
PID_A6B1_A6B4_INTEGRIN_PATHWAY,0.023901616,0.062599253
PID_SYNDECAN_2_PATHWAY,0.00963149,-0.025241894
PID_RAC1_REG_PATHWAY,0.078125866,0.058310943
PID_AURORA_A_PATHWAY,0.033104344,0.136617091
PID_ARF_3PATHWAY,0.068655401,0.090680939
PID_INSULIN_GLUCOSE_PATHWAY,0.336281613,0.118977886
PID_PI3KCI_AKT_PATHWAY,0.024030004,0.069397479
PID_SYNDECAN_3_PATHWAY,0.019250022,0.150147587
PID_IL8_CXCR1_PATHWAY,0.099351904,0.113351143
PID_MYC_REPRESS_PATHWAY,-0.037881382,-0.122359579
PID_HIF1_TFPATHWAY,0.040854187,-0.030951279
PID_TAP63_PATHWAY,0.005271938,0.249117562
PID_EPHRINB_REV_PATHWAY,0.030760106,0.140238069
PID_BARD1_PATHWAY,-0.008593246,-0.051859366
PID_P53_REGULATION_PATHWAY,-0.033216417,-0.206426445
PID_TOLL_ENDOGENOUS_PATHWAY,0.029182801,0.106198951
PID_NCADHERIN_PATHWAY,0.021434866,0.205731655
PID_ANTHRAX_PATHWAY,0.071566146,0.146078505
PID_S1P_S1P2_PATHWAY,0.023329115,0.069556485
PID_RAS_PATHWAY,0.076084606,0.198484394
PID_MAPK_TRK_PATHWAY,0.017590028,0.123099664
PID_PI3K_PLC_TRK_PATHWAY,0.013267753,0.112330794
PID_CD8_TCR_DOWNSTREAM_PATHWAY,0.06168927,0.181037987
PID_EPHA2_FWD_PATHWAY,0.014067213,0.088480222
PID_LYMPH_ANGIOGENESIS_PATHWAY,0.078449728,0.169822073
PID_ALPHA_SYNUCLEIN_PATHWAY,0.080554221,-0.106796338
PID_FGF_PATHWAY,0.062662303,0.112699548
PID_INTEGRIN_A4B1_PATHWAY,0.062816475,0.047709601
PID_RAC1_PATHWAY,-0.000755342,0.260411367
PID_RB_1PATHWAY,-0.005263326,0.270018678
PID_FAK_PATHWAY,-0.012655174,0.070155167
PID_HNF3A_PATHWAY,0.429903302,-0.002438861
PID_TGFBR_PATHWAY,-0.018359993,-0.03346879
PID_HES_HEY_PATHWAY,0.075172368,0.375105833
PID_IL12_STAT4_PATHWAY,0.035712374,0.228823444
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS,0.054995349,0.007768591
REACTOME_TRANSLATION,0.084314607,-0.198802565
REACTOME_PYRIMIDINE_CATABOLISM,0.005180379,0.050101721
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER,0.061377109,0.077684967
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS,0.051658438,0.148802595
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE,0.042741695,0.089135235
REACTOME_EXTRINSIC_PATHWAY_FOR_APOPTOSIS,0.026264828,0.108343651
REACTOME_PTM_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION,0.095948764,0.100667059
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,0.079329013,0.186040493
REACTOME_RNA_POL_I_TRANSCRIPTION_TERMINATION,0.023479797,0.047670277
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX,0.078825171,-0.268422846
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX,0.063870643,0.038912363
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS,0.028933146,0.16324417
REACTOME_GAP_JUNCTION_DEGRADATION,0.05084664,0.074661433
REACTOME_BASE_EXCISION_REPAIR,0.052375412,0.087359036
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,0.034132646,0.055876798
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL,0.036494859,0.052538074
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS,0.002588651,0
REACTOME_SIGNALING_BY_RHO_GTPASES,-0.03324277,0.006145539
REACTOME_SIGNALING_BY_WNT,-0.047526923,-0.042171828
REACTOME_METABOLISM_OF_NON_CODING_RNA,-0.026139387,-0.004133177
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL,-0.019531476,0
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS,0.038675555,0.055876798
REACTOME_METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D,0.041638976,0.103207953
REACTOME_ANDROGEN_BIOSYNTHESIS,-0.02566852,0
REACTOME_SIGNALLING_BY_NGF,0.003881013,0.194193768
REACTOME_CTNNB1_PHOSPHORYLATION_CASCADE,0.040700122,0.11541387
REACTOME_INSULIN_RECEPTOR_RECYCLING,0.248897863,0.014458908
REACTOME_COPI_MEDIATED_TRANSPORT,0.059421506,0.155955136
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION,0.041934736,0.073439496
REACTOME_SIGNALING_BY_SCF_KIT,-0.022264991,0.26814235
REACTOME_DEVELOPMENTAL_BIOLOGY,0.16085155,-0.019839142
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,-0.016219332,0.060521092
REACTOME_SIGNALING_BY_NODAL,0.024573092,0.072954231
REACTOME_DAG_AND_IP3_SIGNALING,0.047438471,-0.005289105
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING,0.041665955,-0.081722189
REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,0.011324028,-0.084306495
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION,0.051952607,0.122361758
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,-0.000395683,0.144595696
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING,0.074027614,0.385161817
REACTOME_TRIF_MEDIATED_TLR3_SIGNALING,-0.024209862,-0.125716884
REACTOME_CELL_CELL_COMMUNICATION,-0.010645601,0.124706768
REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,0.028816674,0.160430411
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY,0,0
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION,0.062498255,-0.004313095
REACTOME_ER_PHAGOSOME_PATHWAY,0.01483564,0.137293388
REACTOME_MEIOSIS,0.00608924,-0.015920012
REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING,0.038092894,-0.092715058
REACTOME_G0_AND_EARLY_G1,0.054630291,0.079922475
REACTOME_REGULATION_OF_KIT_SIGNALING,0.042196194,0.108899278
REACTOME_MEMBRANE_TRAFFICKING,-0.002577164,0.109956304
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,0.054465329,0.041063308
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,0.090731753,0.105545319
REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE,0.033230667,0.133367454
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM,0.023985124,0.088432538
REACTOME_BOTULINUM_NEUROTOXICITY,0.071776871,0.113802336
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,0.024479137,0.026575636
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,-0.001680141,0.102172758
REACTOME_PROTEOLYTIC_CLEAVAGE_OF_SNARE_COMPLEX_PROTEINS,0.071775517,0.115311546
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY,0.046608865,0.091646068
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS,0.030930168,0.069889672
REACTOME_IL_7_SIGNALING,-0.021760441,0.06463422
REACTOME_CELL_CYCLE,-0.016530365,0.108816818
REACTOME_SIGNALING_BY_ERBB4,-0.01878268,0.075133158
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN,-0.003688859,-0.09244468
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS,0.073311396,0.285027177
REACTOME_SULFUR_AMINO_ACID_METABOLISM,0.017917391,0.188576905
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING,0.039132994,0.005975737
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES,-0.014650911,-0.026220695
REACTOME_PROLACTIN_RECEPTOR_SIGNALING,0.021043746,0.170656392
REACTOME_SIGNALING_BY_ERBB2,0.006003162,-0.056503767
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS,0.079226764,0.066063481
REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS,0.012739733,0.021985963
REACTOME_DEFENSINS,0,0
REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR,0.008742923,-0.108104713
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING,0.055886504,0.108653508
REACTOME_SIGNALING_BY_EGFR_IN_CANCER,0.013862838,-0.021033434
REACTOME_MEMBRANE_BINDING_AND_TARGETTING_OF_GAG_PROTEINS,0.058683422,-0.017013161
REACTOME_BETA_DEFENSINS,0,0
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,0.087154016,-0.225488253
REACTOME_PI3K_EVENTS_IN_ERBB4_SIGNALING,0.051096086,0.193071805
REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING,0.066997272,0.11852152
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING,0.044502079,0.183335577
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4,0.021784556,0.179798179
REACTOME_GLYCOSPHINGOLIPID_METABOLISM,0.098130557,0.218465809
REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION,-0.017612332,0.110193912
REACTOME_ASSOCIATION_OF_LICENSING_FACTORS_WITH_THE_PRE_REPLICATIVE_COMPLEX,0.029255672,-0.032133137
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_DAI,0.027442244,0.152342549
REACTOME_PRE_NOTCH_TRANSCRIPTION_AND_TRANSLATION,0.05806717,0.132635797
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,0.068458303,0.0407115
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,0.053470193,0.092339844
REACTOME_SIGNALING_BY_HIPPO,0.043547746,0.074806462
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS,0.066625044,-0.084595762
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR,0.049545091,0.173731742
REACTOME_SIGNALING_BY_NOTCH4,0.020208815,0.090750967
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,-0.021766229,-0.02878483
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,-0.061964359,-0.117033181
REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION,0.060650169,0.221337334
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS,0.032395769,0.014468992
REACTOME_REGULATION_OF_COMPLEMENT_CASCADE,0.020114403,0
REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION,0.055482951,0.126763695
REACTOME_SIGNALING_BY_NOTCH2,0.025653949,0.088712304
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING,0.081155247,0.279765873
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,0.001202415,-0.04049033
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,0.075909449,0.23286538
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,-0.014566645,-0.140372413
REACTOME_CIRCADIAN_REPRESSION_OF_EXPRESSION_BY_REV_ERBA,0.044802222,0.176735742
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI,0.079091817,0.29111216
REACTOME_SIGNALING_BY_NOTCH1,0.006722126,-0.227006193
REACTOME_SIGNALING_BY_NOTCH3,0.025711125,0.088490121
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS,0.024448591,0.164508927
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,0.2937026,-0.039513317
REACTOME_ARMS_MEDIATED_ACTIVATION,0.033813993,0.0952132
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS,0.035542519,0.090666794
REACTOME_SIGNALLING_TO_RAS,0.055899252,0.141538732
REACTOME_SIGNALING_BY_BMP,0.05463359,0.101902622
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,0.076111174,0.086206626
REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE,0.004711095,0.208208653
REACTOME_SIGNALLING_TO_ERKS,0.002696429,0.114935105
REACTOME_P38MAPK_EVENTS,0.050683407,0.134874348
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI,0.040122957,0.053029795
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,0.020759909,-0.097505631
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING,0.0026304,-0.176133261
REACTOME_COLLAGEN_FORMATION,0.066918524,0.185796445
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION,0.030513122,0.019718112
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE,-0.000678168,0.052164593
